FechaControl,codigo_cliente,codigo_producto,Marca_gestion,tipo_gestion,Contacto,Acuerdo,Cumplimiento,# Gestiones,Franja horaria,Motivo de no gestiÃƒÂ³n,DiasMora,RDiasMora,SaldoCapital,Score,RScore,Nivel_Riesgo,numero_gestiones_pred,mejor_gestion_pred,fecha_inicio_proxima_gestion,DiasMoraMesSiguiente,RDiasMoraMesSiguiente,INDBYM,Fecha_Desembolso,Monto_Desembolsado,Departamento,Tipo_credito
7/1/2024,12349281,10746542178,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,1,Noche,Ausencia de datos,1,A. Al dia,99490.87965886624,909,B. >843 a 875,A. Riesgo Muy Alto,6,TEL,8/18/2024,7,B. 1 - 30 días,Buenos,7/7/2024,504897,Cauca,Comercial
6/1/2024,1141578620,13805548617,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,8,Noche,Otros motivos,2,A. Al dia,238881.15502738152,961,D. >882 a 907,C. Riesgo Bajo,20,SMS,9/9/2024,0,A. Al día,Buenos,5/11/2024,131279,Vaupés,Consumo
8/1/2024,1116154988,12806341216,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,1,B. 1 - 30 dias,115197.2016752184,807,B. >42 a 82,C. Riesgo Bajo,2,SMS,8/13/2024,1,A. Al día,Malos,7/11/2024,242281,Santander,Consumo
7/1/2024,44414942,12857592748,Gestionado,TEL,Contacto,Acuerdo,No cumplimiento,14,Mañana,Cliente no localizado,2,B. 1 - 30 dias,40815.488577894015,892,D. >882 a 907,C. Riesgo Bajo,12,WHATSAPP,8/13/2024,3,D. Mayor a 60 días,Buenos,4/18/2024,197077,Quindío,Consumo
7/1/2024,961380155,12317207614,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Mañana,Ausencia de datos,0,A. Al dia,84213.23948753862,884,F. Mayor a 932,A. Riesgo Alto,11,SMS,9/6/2024,18,A. Al día,Buenos,5/7/2024,126544,Valle del Cauca,Vivienda
7/1/2024,3447585,13456399956,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Cliente no localizado,0,D. Mayor a 60 dias,233020.5055740643,912,B. >672 a 762,A. Riesgo Alto,3,SMS,9/16/2024,0,A. Al día,Buenos,7/23/2024,379064,Nariño,Consumo
7/1/2024,3964637,9768968725,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,24,Tarde,Cliente no localizado,0,A. Al dia,263345.4801225649,869,F. Mayor a 932,A. Riesgo Alto,1,SMS,7/22/2024,0,A. Al día,Buenos,7/21/2024,396895,Nariño,Consumo
7/1/2024,0,10293744180,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,1,D. Mayor a 60 dias,254780.7187442917,873,F. Mayor a 932,B. Riesgo Medio,7,EMAIL,9/1/2024,1,B. 1 - 30 días,Buenos,5/24/2024,253445,Tolima,Comercial
7/1/2024,1039301033,31374544808,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,4,Noche,Otros motivos,0,A. Al dia,308856.6493548496,638,F. Mayor a 238,B. Riesgo Medio,18,WHATSAPP,7/8/2024,1,A. Al día,Malos,7/27/2024,391810,Vichada,Consumo
8/1/2024,1108017484,10819534507,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Número no disponible,3,A. Al dia,105124.77784202852,940,C. >875 a 882,C. Riesgo Bajo,4,WHATSAPP,8/8/2024,0,A. Al día,Buenos,6/12/2024,498304,Guaviare,Comercial
6/1/2024,968093999,12693085337,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,0,A. Al dia,154859.9157082962,966,C. >875 a 882,C. Riesgo Bajo,1,TEL,8/13/2024,1,A. Al día,Buenos,4/23/2024,105991,Vichada,Comercial
8/1/2024,64777907,10195921065,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,10,Mañana,Ausencia de datos,2,A. Al dia,56850.25447196607,734,A. Hasta 843,A. Riesgo Alto,8,SMS,7/2/2024,7,A. Al día,Buenos,6/2/2024,266818,Guaviare,Consumo
6/1/2024,1054536092,11893996003,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Número no disponible,0,A. Al dia,138948.2403248424,612,E. >847 a 873,C. Riesgo Bajo,12,SMS,7/16/2024,0,A. Al día,Malos,3/28/2024,202916,Cundinamarca,Consumo
6/1/2024,1129756440,12549940181,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,3,Tarde,Ausencia de datos,1,A. Al dia,103286.89167631144,924,B. >42 a 82,A. Riesgo Alto,24,SMS,7/18/2024,0,B. 1 - 30 días,Buenos,6/15/2024,400983,Casanare,Comercial
7/1/2024,1126281017,10019947929,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,3,Mañana,Número no disponible,0,A. Al dia,227405.43362913976,874,E. >164 a 238,A. Riesgo Muy Alto,2,SMS,8/1/2024,1,A. Al día,Buenos,7/19/2024,473913,Cauca,Comercial
7/1/2024,0,11949266358,Gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,0,Tarde,Otros motivos,0,A. Al dia,40422.60573507821,848,B. >843 a 875,C. Riesgo Bajo,15,SMS,8/3/2024,2,A. Al día,Malos,5/19/2024,130976,Caquetá,Vivienda
8/1/2024,947019279,12817768692,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Otros motivos,1,A. Al dia,194661.51737616555,67,F. Mayor a 932,A. Riesgo Alto,20,WHATSAPP,9/18/2024,0,B. 1 - 30 días,Buenos,7/28/2024,233872,Huila,Vivienda
7/1/2024,1024669634,13624770812,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,10,Tarde,Ausencia de datos,2,A. Al dia,108075.33887349768,936,F. Mayor a 932,B. Riesgo Medio,18,SMS,8/21/2024,0,A. Al día,Buenos,7/4/2024,121474,Magdalena,Vivienda
7/1/2024,0,12374874229,Gestionado,SMS,No contacto,Acuerdo,No cumplimiento,19,Tarde,Ausencia de datos,3,A. Al dia,228773.08789614603,896,D. >882 a 907,C. Riesgo Bajo,4,SMS,8/12/2024,116,A. Al día,Malos,7/25/2024,197766,Nariño,Comercial
6/1/2024,19767466,13190377117,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Noche,Número no disponible,176,A. Al dia,24354.96598469657,887,B. >843 a 875,B. Riesgo Alto,8,SMS,7/9/2024,4,A. Al día,Buenos,6/25/2024,270721,Antioquia,Vivienda
8/1/2024,1006330819,9640703063,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,0,A. Al dia,138697.46030214967,881,B. >42 a 82,C. Riesgo Medio,10,TEL,8/11/2024,1,A. Al día,Buenos,6/7/2024,132210,Guainía,Vivienda
7/1/2024,1144627148,12840279293,No gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,6,Mañana,Ausencia de datos,8,A. Al dia,144868.1996155675,77,B. >843 a 875,B. Riesgo Medio,19,SMS,9/19/2024,1,B. 1 - 30 días,Buenos,12/28/2023,385365,Cundinamarca,Vivienda
7/1/2024,38411367,11218667779,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,15,Mañana,Ausencia de datos,2,A. Al dia,40821.24189675345,861,E. >907 a 932,B. Riesgo Medio,1,TEL,8/14/2024,4,A. Al día,Buenos,7/11/2024,259998,Atlántico,Comercial
8/1/2024,70174558,12561342769,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Tarde,Cliente no localizado,0,B. 1 - 30 dias,283765.63201588794,874,F. Mayor a 932,B. Riesgo Medio,5,WHATSAPP,9/3/2024,3,D. Mayor a 60 días,Buenos,5/12/2024,164295,Huila,Comercial
6/1/2024,85652291,10001594702,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,2,Mañana,Número no disponible,0,A. Al dia,395791.2837603122,447,B. >672 a 762,A. Riesgo Alto,15,SMS,9/8/2024,3,B. 1 - 30 días,Buenos,4/14/2024,279287,Valle del Cauca,Vivienda
7/1/2024,10110328,9822568885,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,14,Mañana,Ausencia de datos,87,B. 1 - 30 dias,133530.03833171216,929,F. Mayor a 932,A. Riesgo Alto,11,TEL,7/10/2024,0,D. Mayor a 60 días,Malos,5/3/2024,285636,Valle del Cauca,Comercial
7/1/2024,126827989,12125742901,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Tarde,Cliente no localizado,0,B. 1 - 30 dias,201574.2844538248,872,A. Hasta 843,A. Riesgo Alto,7,SMS,7/15/2024,0,A. Al día,Buenos,6/17/2024,208017,Arauca,Comercial
6/1/2024,1067661499,10547586213,Gestionado,SMS,Contacto,Acuerdo,No cumplimiento,1,Tarde,Ausencia de datos,0,A. Al dia,127573.56246383836,884,D. >882 a 907,C. Riesgo Bajo,9,WHATSAPP,9/5/2024,2,A. Al día,Malos,4/11/2024,209778,Norte de Santander,Comercial
7/1/2024,37395670,13072555061,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,5,Mañana,Número no disponible,0,A. Al dia,149555.14385741128,728,A. Hasta 843,B. Riesgo Medio,6,WHATSAPP,7/22/2024,0,A. Al día,Malos,6/23/2024,136074,Guainía,Comercial
8/1/2024,1133343400,11431829963,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,13,Tarde,Cliente no localizado,1,A. Al dia,135996.8990665821,843,B. >843 a 875,C. Riesgo Bajo,23,WHATSAPP,8/5/2024,0,B. 1 - 30 días,Buenos,6/1/2024,242422,Casanare,Consumo
8/1/2024,1068905441,10884871075,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,9,D. Mayor a 60 dias,265650.8299605515,823,A. Hasta 42,A. Riesgo Alto,12,WHATSAPP,8/3/2024,5,A. Al día,Buenos,7/21/2024,449938,Risaralda,Comercial
7/1/2024,1100467066,12807825870,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Mañana,Número no disponible,66,A. Al dia,704.6670989076192,879,E. >164 a 238,B. Riesgo Medio,6,EMAIL,7/18/2024,0,A. Al día,Buenos,3/15/2024,66147,Risaralda,Vivienda
6/1/2024,1030809297,12800317296,Gestionado,EMAIL,Contacto,Acuerdo,No cumplimiento,14,Mañana,Número no disponible,2,A. Al dia,86836.73650862502,908,D. >882 a 907,A. Riesgo Alto,10,SMS,8/7/2024,19,A. Al día,Buenos,8/13/2024,435077,Córdoba,Consumo
8/1/2024,1068729281,12675706013,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Noche,Cliente no localizado,0,A. Al dia,147004.4660270455,870,E. >907 a 932,C. Riesgo Bajo,9,EMAIL,8/3/2024,0,A. Al día,Malos,4/21/2024,278937,Meta,Consumo
7/1/2024,40494909,13021817056,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Noche,Ausencia de datos,0,A. Al dia,201390.64623454813,875,E. >907 a 932,C. Riesgo Bajo,4,SMS,9/6/2024,0,B. 1 - 30 días,Buenos,2/16/2024,271359,Casanare,Comercial
7/1/2024,1150545807,80388712136,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,0,C. 31 - 60 dias,265285.3264317741,867,D. >882 a 907,C. Riesgo Medio,9,SMS,7/7/2024,0,A. Al día,Buenos,5/29/2024,346489,Norte de Santander,Consumo
7/1/2024,1024675935,17412808354,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,14,Tarde,Ausencia de datos,163,A. Al dia,83447.40911076569,869,E. >907 a 932,B. Riesgo Medio,14,WHATSAPP,9/15/2024,0,B. 1 - 30 días,Buenos,4/20/2024,123218,Atlántico,Comercial
7/1/2024,988937788,12892497331,Gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,0,Mañana,Cliente no localizado,0,C. 31 - 60 dias,235104.16923234452,956,A. Hasta 843,A. Riesgo Alto,11,SMS,8/11/2024,0,A. Al día,Buenos,5/31/2024,275167,Arauca,Consumo
7/1/2024,62302299,13826107111,Gestionado,EMAIL,Contacto,Acuerdo,No cumplimiento,0,Tarde,Cliente no localizado,0,A. Al dia,95679.73637,876,F. Mayor a 932,B. Riesgo Medio,1,SMS,7/19/2024,25,A. Al día,Malos,4/19/2024,69264,Casanare,Vivienda
7/1/2024,78026178,14368226129,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Tarde,Número no disponible,0,A. Al dia,124036.3672577922,873,F. Mayor a 932,A. Riesgo Alto,6,WHATSAPP,8/14/2024,4,A. Al día,Buenos,5/13/2024,390228,Valle del Cauca,Vivienda
7/1/2024,1026601006,51501633377,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,16,Tarde,Ausencia de datos,1,A. Al dia,160915.07354961842,880,E. >907 a 932,A. Riesgo Alto,7,WHATSAPP,9/5/2024,58,A. Al día,Buenos,6/6/2024,153274,Cundinamarca,Consumo
7/1/2024,19558178,13100736203,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,4,Tarde,Ausencia de datos,2,A. Al dia,177474.27739421627,878,C. >875 a 882,A. Riesgo Alto,24,WHATSAPP,7/6/2024,6,D. Mayor a 60 días,Malos,5/10/2024,152874,Putumayo,Consumo
8/1/2024,1056908079,12016871359,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,0,A. Al dia,162347.50796455613,905,B. >672 a 762,C. Riesgo Bajo,14,SMS,8/9/2024,103,A. Al día,Buenos,5/6/2024,491562,Antioquia,Comercial
8/1/2024,0,81248140298,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Cliente no localizado,2,A. Al dia,60803.20614227351,185,C. >875 a 882,A. Riesgo Alto,2,SMS,9/7/2024,0,A. Al día,Buenos,7/26/2024,260441,Nariño,Vivienda
6/1/2024,1110090602,12513291329,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Noche,Número no disponible,56,B. 1 - 30 dias,181697.5143185031,879,A. Hasta 843,A. Riesgo Muy Alto,13,SMS,9/1/2024,0,A. Al día,Buenos,5/4/2024,337184,Guainía,Vivienda
7/1/2024,40082710,12848344527,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,0,A. Al dia,51100.20193681894,775,E. >907 a 932,C. Riesgo Bajo,1,SMS,7/3/2024,0,A. Al día,Buenos,6/22/2024,354814,Huila,Consumo
8/1/2024,67564154,10381260731,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,1,Mañana,Otros motivos,0,A. Al dia,89236.11258924556,979,C. >875 a 882,A. Riesgo Alto,6,TEL,7/11/2024,3,A. Al día,Buenos,7/29/2024,403627,Guainía,Consumo
7/1/2024,40514430,12071207975,Gestionado,EMAIL,No contacto,Acuerdo,Cumplimiento,6,Noche,Ausencia de datos,0,A. Al dia,213912.78300077355,871,F. Mayor a 932,A. Riesgo Muy Alto,10,TEL,7/14/2024,76,A. Al día,Buenos,6/16/2024,189714,Casanare,Vivienda
6/1/2024,1018780163,13291635770,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Número no disponible,0,A. Al dia,299364.80095573544,747,F. Mayor a 932,C. Riesgo Bajo,5,SMS,9/7/2024,2,B. 1 - 30 días,Buenos,2/25/2024,205082,Risaralda,Consumo
6/1/2024,1114918028,12804107798,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Mañana,Número no disponible,0,A. Al dia,106925.2358,85,C. >875 a 882,B. Riesgo Medio,2,WHATSAPP,8/9/2024,0,A. Al día,Buenos,7/31/2024,103814,Tolima,Vivienda
8/1/2024,0,11556149348,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Noche,Ausencia de datos,2,A. Al dia,170264.45213068774,972,E. >907 a 932,B. Riesgo Medio,15,SMS,8/6/2024,2,D. Mayor a 60 días,Buenos,5/19/2024,45531,Norte de Santander,Comercial
8/1/2024,40356431,13950889621,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Número no disponible,0,A. Al dia,97036.88325861609,851,F. Mayor a 932,C. Riesgo Bajo,7,EMAIL,7/11/2024,0,B. 1 - 30 días,Buenos,8/8/2024,76701,Meta,Vivienda
6/1/2024,1008144813,11931252071,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,7,Mañana,Ausencia de datos,0,A. Al dia,355634.59859996743,879,F. Mayor a 873,B. Riesgo Medio,10,WHATSAPP,9/9/2024,9,C. 31 - 60 días,Buenos,6/17/2024,175480,Huila,Vivienda
6/1/2024,56351046,14223157855,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,60,A. Al dia,236042.36601851333,947,F. Mayor a 932,C. Riesgo Medio,2,SMS,7/6/2024,1,A. Al día,Buenos,6/30/2024,436914,Valle del Cauca,Vivienda
6/1/2024,65734212,15520287701,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Noche,Número no disponible,0,A. Al dia,97728.71349921932,799,C. >875 a 882,A. Riesgo Muy Alto,4,TEL,8/9/2024,3,A. Al día,Buenos,6/21/2024,496720,Arauca,Consumo
8/1/2024,73737579,11448614720,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,2,Noche,Ausencia de datos,0,A. Al dia,184456.3070073697,879,A. Hasta 843,B. Riesgo Medio,3,EMAIL,7/4/2024,0,A. Al día,Buenos,5/20/2024,407806,Vaupés,Consumo
6/1/2024,1097317521,11642832143,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,5,D. Mayor a 60 dias,165074.96710620323,927,A. Hasta 42,B. Riesgo Medio,17,TEL,7/11/2024,0,A. Al día,Buenos,6/30/2024,201643,Casanare,Comercial
8/1/2024,1145818297,10494965963,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,5,Tarde,Ausencia de datos,0,A. Al dia,152242.7180066562,957,F. Mayor a 932,B. Riesgo Medio,4,SMS,8/10/2024,36,D. Mayor a 60 días,Buenos,6/21/2024,148753,Chocó,Vivienda
7/1/2024,54084772,61084938714,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,13,Mañana,Otros motivos,64,B. 1 - 30 dias,191786.3427673373,922,F. Mayor a 932,C. Riesgo Bajo,22,WHATSAPP,9/17/2024,1,D. Mayor a 60 días,Buenos,5/6/2024,60903,Arauca,Comercial
7/1/2024,26056895,13078128164,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,6,Mañana,Ausencia de datos,84,A. Al dia,42795.701441139405,932,B. >843 a 875,B. Riesgo Medio,8,WHATSAPP,8/16/2024,2,A. Al día,Buenos,1/10/2024,378141,Chocó,Comercial
7/1/2024,1072113055,13378216537,Gestionado,TEL,Contacto,Acuerdo,No cumplimiento,3,Tarde,Otros motivos,1,A. Al dia,329714.12520850904,955,F. Mayor a 932,B. Riesgo Medio,3,WHATSAPP,9/6/2024,1,A. Al día,Buenos,4/21/2024,334420,Atlántico,Vivienda
8/1/2024,976664454,18746164182,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,2,Noche,Ausencia de datos,2,A. Al dia,373873.8228,65,B. >843 a 875,B. Riesgo Medio,3,WHATSAPP,7/9/2024,0,A. Al día,Buenos,6/11/2024,231560,Caquetá,Comercial
8/1/2024,0,12657190955,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,12,Tarde,Cliente no localizado,44,A. Al dia,127064.27040746654,925,D. >882 a 907,C. Riesgo Bajo,16,TEL,8/8/2024,0,A. Al día,Malos,5/13/2024,365677,Caquetá,Comercial
8/1/2024,1030823554,10538070574,Gestionado,TEL,Contacto,Acuerdo,No cumplimiento,13,Tarde,Número no disponible,0,B. 1 - 30 dias,118429.75513535803,620,C. >875 a 882,A. Riesgo Muy Alto,12,SMS,9/2/2024,4,A. Al día,Malos,6/28/2024,223688,Chocó,Consumo
6/1/2024,1083563926,10900316675,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,13,Tarde,Cliente no localizado,83,A. Al dia,174015.5173886064,854,A. Hasta 42,C. Riesgo Bajo,10,EMAIL,7/2/2024,2,A. Al día,Buenos,8/10/2024,244605,Arauca,Consumo
6/1/2024,987968707,90956752681,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,3,Mañana,Cliente no localizado,2,D. Mayor a 60 dias,164021.33309565383,834,E. >907 a 932,A. Riesgo Alto,11,WHATSAPP,8/6/2024,0,D. Mayor a 60 días,Malos,6/27/2024,154565,Cundinamarca,Comercial
6/1/2024,47442607,60692317227,Gestionado,TEL,Contacto,Acuerdo,No cumplimiento,14,Mañana,Cliente no localizado,3,A. Al dia,126413.94378452812,901,B. >42 a 82,C. Riesgo Medio,2,SMS,9/16/2024,0,A. Al día,Buenos,5/19/2024,122324,Cesar,Consumo
6/1/2024,61736289,14910977578,No gestionado,WHATSAPP,Contacto,Acuerdo,No cumplimiento,17,Mañana,Ausencia de datos,1,A. Al dia,114649.43332045886,144,C. >875 a 882,B. Riesgo Medio,5,SMS,7/19/2024,0,A. Al día,Buenos,6/27/2024,103674,Santander,Comercial
8/1/2024,42340943,11867570568,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,8,D. Mayor a 60 dias,418492.38619999343,889,A. Hasta 214,C. Riesgo Bajo,5,SMS,7/16/2024,0,A. Al día,Malos,8/21/2024,86899,Atlántico,Comercial
8/1/2024,112414181,10515091282,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,0,A. Al dia,212194.0158,861,C. >875 a 882,C. Riesgo Bajo,8,SMS,7/10/2024,0,A. Al día,Malos,1/20/2024,137247,Nariño,Consumo
8/1/2024,1203970699,12748173062,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,6,Mañana,Ausencia de datos,2,B. 1 - 30 dias,61607.367837101054,872,D. >882 a 907,A. Riesgo Muy Alto,3,TEL,7/16/2024,154,A. Al día,Buenos,6/5/2024,139773,Arauca,Consumo
6/1/2024,1052330027,11487548407,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,5,Mañana,Ausencia de datos,0,B. 1 - 30 dias,132351.6153,938,A. Hasta 672,B. Riesgo Medio,18,WHATSAPP,8/17/2024,8,A. Al día,Buenos,6/7/2024,290693,Norte de Santander,Vivienda
6/1/2024,42121695,13656143369,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,13,Mañana,Otros motivos,2,A. Al dia,295878.612,890,D. >414 a 549,C. Riesgo Bajo,6,WHATSAPP,8/3/2024,2,A. Al día,Buenos,4/12/2024,428479,Meta,Comercial
8/1/2024,1122818533,11918456454,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,8,Mañana,Número no disponible,1,A. Al dia,61561.19008312459,704,E. >907 a 932,B. Riesgo Medio,2,SMS,8/20/2024,0,B. 1 - 30 días,Buenos,7/18/2024,200985,Caquetá,Vivienda
7/1/2024,1147340467,12458559281,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Ausencia de datos,27,A. Al dia,154758.10567447986,951,C. >875 a 882,A. Riesgo Alto,9,TEL,8/16/2024,1,B. 1 - 30 días,Buenos,5/20/2024,378326,Amazonas,Consumo
6/1/2024,52923184,11116067460,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,15,Tarde,Número no disponible,0,A. Al dia,183625.61686962144,818,D. >882 a 907,C. Riesgo Bajo,2,WHATSAPP,9/7/2024,0,A. Al día,Malos,7/20/2024,168341,Vichada,Consumo
6/1/2024,1115839661,12192920886,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,0,A. Al dia,317357.8959979171,902,A. Hasta 214,A. Riesgo Alto,15,WHATSAPP,7/4/2024,5,A. Al día,Malos,7/30/2024,127105,Nariño,Vivienda
8/1/2024,1182443715,13926947184,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,6,Mañana,Número no disponible,28,A. Al dia,179928.93712760028,930,A. Hasta 843,C. Riesgo Bajo,4,WHATSAPP,7/3/2024,28,A. Al día,Buenos,4/14/2024,181573,Arauca,Consumo
8/1/2024,1114351190,9944841819,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,6,Noche,Ausencia de datos,3,A. Al dia,62780.25964207197,883,D. >882 a 907,C. Riesgo Bajo,13,SMS,7/19/2024,5,C. 31 - 60 días,Buenos,5/22/2024,248578,Caldas,Vivienda
7/1/2024,1084039572,11894997788,Gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,12,Tarde,Número no disponible,1,A. Al dia,395638.0039398045,903,A. Hasta 843,A. Riesgo Alto,2,WHATSAPP,7/16/2024,2,A. Al día,Buenos,2/19/2024,49593,Risaralda,Vivienda
8/1/2024,1097639132,10951036620,No gestionado,TEL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,6,A. Al dia,261244.5225564967,973,B. >672 a 762,A. Riesgo Alto,8,WHATSAPP,7/13/2024,0,A. Al día,Buenos,6/5/2024,310350,Amazonas,Comercial
7/1/2024,68006873,12236272943,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,7,A. Al dia,200135.8556110377,827,B. >42 a 82,B. Riesgo Medio,17,TEL,7/19/2024,149,A. Al día,Buenos,8/30/2024,263192,Cundinamarca,Comercial
7/1/2024,11533268,11312314634,No gestionado,WHATSAPP,Contacto,Acuerdo,Cumplimiento,2,Mañana,Ausencia de datos,2,A. Al dia,179031.97443614443,931,C. >875 a 882,C. Riesgo Bajo,15,TEL,9/7/2024,0,A. Al día,Buenos,5/12/2024,270484,Vaupés,Consumo
7/1/2024,83035358,30125811044,Gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,3,Mañana,Ausencia de datos,4,A. Al dia,168794.12750872553,952,C. >875 a 882,B. Riesgo Medio,11,WHATSAPP,7/18/2024,88,A. Al día,Buenos,5/17/2024,497131,San Andrés y Providencia,Comercial
7/1/2024,1159867586,15228028407,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,26,Tarde,Otros motivos,4,A. Al dia,208827.0961453756,877,C. >82 a 124,B. Riesgo Medio,23,WHATSAPP,8/21/2024,1,A. Al día,Buenos,4/27/2024,127802,Caquetá,Comercial
6/1/2024,1116249093,61657270558,No gestionado,EMAIL,Contacto,Acuerdo,Cumplimiento,4,Tarde,Ausencia de datos,4,A. Al dia,111784.55843594683,916,F. Mayor a 932,B. Riesgo Medio,20,SMS,7/18/2024,0,A. Al día,Buenos,2/3/2024,487732,Putumayo,Consumo
8/1/2024,62404069,10320176137,No gestionado,SMS,Contacto,Acuerdo,Cumplimiento,1,Mañana,Cliente no localizado,0,A. Al dia,146435.72354595663,108,B. >843 a 875,C. Riesgo Bajo,9,WHATSAPP,8/18/2024,4,A. Al día,Buenos,4/7/2024,231639,Putumayo,Consumo
6/1/2024,68685233,10784302265,Gestionado,TEL,Contacto,Acuerdo,Cumplimiento,1,Tarde,Ausencia de datos,0,A. Al dia,50087.476800402255,928,F. Mayor a 932,B. Riesgo Medio,16,SMS,8/19/2024,0,A. Al día,Buenos,5/11/2024,297463,Vichada,Comercial
7/1/2024,1050229495,12498658403,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,4,Mañana,Otros motivos,2,A. Al dia,222009.45602108783,914,E. >907 a 932,B. Riesgo Medio,22,WHATSAPP,8/13/2024,1,A. Al día,Buenos,6/20/2024,692540,Magdalena,Comercial
8/1/2024,1008837104,10695632887,Gestionado,SMS,Contacto,Acuerdo,Cumplimiento,0,Tarde,Ausencia de datos,1,A. Al dia,83562.70551,913,B. >843 a 875,C. Riesgo Bajo,9,EMAIL,8/7/2024,1,A. Al día,Buenos,8/5/2024,350330,Cauca,Consumo
